customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
R_6XWHYtEspxUVIkx,400,8,295.08000000000004,1,2,2,5,At Risk
R_6XahSu4kiQeN2xz,326,26,809.11,2,3,4,9,Loyal
R_6Y8B3R1iIUjRAXv,144,18,434.74,4,3,3,10,Champions
R_6YaXLSLSVlLGVGN,787,12,185.94,1,2,2,5,At Risk
R_6fXwJVTwwLoELi9,832,1,5.69,1,1,1,3,Lapsed
R_6fzbeTqbnF0kBih,558,8,61.95,1,2,1,4,Lapsed
R_6gwxeBuC9V7nKsF,173,29,720.51,4,4,4,12,Champions
R_6hVhB5Goe9Kifrb,252,3,69.81,3,1,1,5,At Risk
R_6kSoI7r53VQ4uQN,970,7,106.6,1,2,1,4,Lapsed
R_6lN81T97jE0mRWh,1178,10,1154.04,1,2,4,7,Loyal
R_6lidEtUY02zIG5j,331,9,436.48,2,2,3,7,Loyal
R_6lnssfnXksO2ntf,373,13,190.59,2,2,2,6,At Risk
R_6m1QCIXstgjIo4p,215,21,484.89,3,3,3,9,Loyal
R_6mSAuldkULYbjUt,949,5,63.620000000000005,1,1,1,3,Lapsed
R_6og1V0SdfhCA0pj,377,32,453.74,2,4,3,9,Loyal
R_6oiX8teN1cKlcZj,206,25,456.38,3,3,3,9,Loyal
R_6opxP5UDH8Jionf,468,2,32.940000000000005,1,1,1,3,Lapsed
R_6r2IQBjjHocYyVb,139,38,382.53000000000003,4,4,3,11,Champions
R_6tG1HcvdSCJZ25r,221,73,1413.32,3,4,4,11,Champions
R_6txHtmShUk5jkXL,476,4,32.99,1,1,1,3,Lapsed
R_6xIfoIXCDVAT19D,202,4,239.20000000000002,3,1,2,6,At Risk
R_6yXSEznYlOrZwSB,109,48,1146.07,4,4,4,12,Champions
R_73QHAgikZLnSOzv,260,12,273.93,2,2,2,6,At Risk
R_73YcJcVUWDBinUR,388,5,96.87,2,1,1,4,Lapsed
R_73uiPcXvI2uhrz3,231,1,9.99,3,1,1,5,At Risk
R_77CQXOKiTkOA5d7,352,17,360.34000000000003,2,3,3,8,Loyal
R_77MJunrcOlZvQNr,340,7,293.25,2,2,2,6,At Risk
R_78QEV8HrQ3Efngt,533,7,93.43,1,2,1,4,Lapsed
R_7QimDPdM1gnwNkR,1147,6,812.57,1,2,4,7,Loyal
R_7QmyMWZwMl9q2KR,253,44,712.06,2,4,4,10,Champions
R_7Qxja7QGDt7ozO9,561,12,293.14,1,2,2,5,At Risk
R_7U8XoGp9dZJoxIB,398,16,675.8700000000001,1,3,4,8,Loyal
R_7UmaiwAnrKe2isx,186,8,108.84,4,2,1,7,Loyal
R_7UtikIBqeQHvnyN,450,2,57.57,1,1,1,3,Lapsed
R_7VE7AAGZ5n3WvIt,224,17,441.15,3,3,3,9,Loyal
R_7WBotcu3OLipNWV,253,4,58.16,2,1,1,4,Lapsed
R_7WCRjBdp3UTHVSN,263,43,1184.25,2,4,4,10,Champions
R_7WFNeA48pQKxNFT,186,5,102.66,4,1,1,6,At Risk
R_7ZH1uBNuL9RQ2K5,181,72,885.05,4,4,4,12,Champions
R_82FcUS7YwWY5VlL,341,8,106.79,2,2,1,5,At Risk
R_82JzK2I5EzjMiCR,1161,1,17.99,1,1,1,3,Lapsed
R_82MLqyPbTSnivUl,858,1,25.95,1,1,1,3,Lapsed
R_85OdkeCoFP5daLL,129,84,1419.05,4,4,4,12,Champions
R_864dUqMWPdzMhuF,295,14,1194.28,2,3,4,9,Loyal
R_86r5LLTHGBurXK9,266,7,135.84,2,2,2,6,At Risk
R_87ffBoBpjhtujC1,305,7,371.97,2,2,3,7,Loyal
R_89aTM1JXN8SWr3b,125,25,591.28,4,3,3,10,Champions
R_8CXcySQawXPuJwJ,107,303,4481.7699999999995,4,4,4,12,Champions
R_8CzaMgpC6156FCF,487,2,86.0,1,1,1,3,Lapsed
R_8HRJ8Fkl4NqgX4t,209,1,10.98,3,1,1,5,At Risk
R_8IbYFRjJvCXVtHX,275,52,1331.3799999999999,2,4,4,10,Champions
R_8IeIAMii7jy4OdP,259,35,623.39,2,4,3,9,Loyal
R_8cr0J12EMKs9NND,230,25,394.57,3,3,3,9,Loyal
R_8diYSw75MwRT2md,589,12,305.28,1,2,2,5,At Risk
R_8eKGNVrEIgSCi09,351,15,295.17,2,3,2,7,Loyal
R_8eV1MpUczuxdP4l,398,1,7.99,1,1,1,3,Lapsed
R_8ea2ymIzpiKx8t3,132,8,175.84,4,2,2,8,Loyal
R_8hJoBZ9EnImCSxX,332,10,125.16,2,2,2,6,At Risk
R_8igkqu4jEaogJzj,570,17,525.81,1,3,3,7,Loyal
R_8joNCHQszTby2Rz,203,11,278.18,3,2,2,7,Loyal
R_8kM6X1XTXVIp2i5,283,1,26.99,2,1,1,4,Lapsed
R_8kOXi4JuWOKQbV7,212,8,87.98,3,2,1,6,At Risk
R_8l84eQcaCOFUBwt,837,2,61.980000000000004,1,1,1,3,Lapsed
R_8leYucio47FaT9n,587,2,15.54,1,1,1,3,Lapsed
R_8p1MahUdaghpbgJ,416,12,159.28,1,2,2,5,At Risk
R_8pMsG4P0RqzoSlz,132,55,1669.25,4,4,4,12,Champions
R_8piDwWBq7V7tyZb,469,29,665.72,1,4,4,9,Loyal
R_8puIA0Aj4F8MuI1,129,24,701.88,4,3,4,11,Champions
R_8qRoOOEPN9hzPl7,187,66,937.57,4,4,4,12,Champions
R_8ro09iHf6361XLX,195,98,1523.8,4,4,4,12,Champions
R_8tXaTutYvYjPOoh,253,30,462.88,2,4,3,9,Loyal
R_8vnpSkm79W7Jsv7,148,84,1730.75,4,4,4,12,Champions
R_8wRttNX3JNWugRr,211,23,293.95,3,3,2,8,Loyal
R_8xg4H4866B3fAKR,177,10,151.19,4,2,2,8,Loyal
R_9B11uJ2CO5z4hGx,251,13,306.79,3,2,3,8,Loyal
R_9BHb7AqpZz3bNPH,226,21,927.86,3,3,4,10,Champions
R_9BuaSujzfvulXoJ,245,98,1287.07,3,4,4,11,Champions
R_9G1karfs82g17I5,338,13,260.98,2,2,2,6,At Risk
R_9GKdL1PctL2H4OJ,337,81,1495.14,2,4,4,10,Champions
R_9L8Lum5AaHh6bq9,218,18,369.41,3,3,3,9,Loyal
R_9LAhL6iGRFbhJiF,839,1,12.99,1,1,1,3,Lapsed
R_9M43XaNdATGedPz,232,38,434.55,3,4,3,10,Champions
R_9NZm6ztHOQ6enbb,203,10,184.84,3,2,2,7,Loyal
R_9NzlQyQfOmHZ2qB,1437,2,72.61,1,1,1,3,Lapsed
R_9S5ZvGThjyy3CAF,218,37,821.11,3,4,4,11,Champions
R_9SnEHxWY6V8G4AF,344,13,416.43,2,2,3,7,Loyal
R_9U2pxdANhXddsKB,481,13,218.4,1,2,2,5,At Risk
R_9WS203RWpPonQgF,221,20,468.36,3,3,3,9,Loyal
R_9WSxduvirxNr42t,254,11,193.9,2,2,2,6,At Risk
R_9Ww6JkfYkzr28lb,221,15,488.69,3,3,3,9,Loyal
R_9XGj5q11FpkR3pL,533,5,218.92000000000002,1,1,2,4,Lapsed
R_9YPn7sq6F3UFSmZ,310,4,97.38,2,1,1,4,Lapsed
R_9Yqp3pjBu5Da6sx,156,20,390.09,4,3,3,10,Champions
R_9mGmhKxB10zJtHr,1284,1,9.99,1,1,1,3,Lapsed
R_9nKhCJegREGhqjD,320,17,284.32,2,3,2,7,Loyal
R_9nnGvmGc1ixr3dn,622,2,79.47,1,1,1,3,Lapsed
R_9piETGB9s3Vxj2h,182,9,162.4,4,2,2,8,Loyal
R_9ppTjfBQZZs42WJ,315,40,836.78,2,4,4,10,Champions
R_9vudhfLDxozbpex,240,21,251.45000000000002,3,3,2,8,Loyal
R_9yOmfJyU0rNZGW5,212,43,1265.9,3,4,4,11,Champions
R_A0NgW5hkJwzrsLn,154,6,93.33,4,2,1,7,Loyal
R_A0Z3SvLDpDK2jex,374,13,368.3,2,2,3,7,Loyal
R_A0ZwhLeBVySdW8N,268,26,490.18,2,3,3,8,Loyal
R_A1CRADYHwN0zQL7,235,35,596.98,3,4,3,10,Champions
R_A1fku0XPEwwfhC1,274,18,246.32999999999998,2,3,2,7,Loyal
R_A1h0ov6aU9SU4Rr,125,113,2645.24,4,4,4,12,Champions
R_A1i77wZ6dCs4Awh,135,13,364.39,4,2,3,9,Loyal
R_A5Mg9h1PiJL0Wyd,205,56,891.25,3,4,4,11,Champions
R_A5sbkTmUYGXhO3n,288,134,2007.69,2,4,4,10,Champions
R_A69y7GWik06Y6EV,239,26,773.41,3,3,4,10,Champions
R_A6YUvQpa9gfcKRz,460,4,413.98,1,1,3,5,At Risk
R_A6elLLSuavqVAyZ,139,12,141.59,4,2,2,8,Loyal
R_A71XT7YTRmekJTX,678,18,250.18,1,3,2,6,At Risk
R_ABvlCpe049QrN61,267,12,91.68,2,2,1,5,At Risk
R_AEBbAiW2xdXI2at,242,31,1610.68,3,4,4,11,Champions
R_AFYBJKvk0e2g5Y5,239,75,793.5699999999999,3,4,4,11,Champions
R_AHYwmIeNLfy0vv3,1593,1,58.99,1,1,1,3,Lapsed
R_AI1StUjSHjVbNxD,1432,1,49.99,1,1,1,3,Lapsed
R_AKBlDprDMrv4M7v,151,116,3977.51,4,4,4,12,Champions
R_AKyBiF8m5KxkO7n,331,27,605.02,2,3,3,8,Loyal
R_ALq5SvDtbAmmo6Z,287,7,175.86,2,2,2,6,At Risk
R_AM0OvM0F9kBvqal,198,140,2921.54,3,4,4,11,Champions
R_ANwEtKG17PHMAsp,323,7,237.69,2,2,2,6,At Risk
R_AaonteE1s65CVYR,222,35,925.14,3,4,4,11,Champions
R_Ab4qPG2AzmxvhFT,227,16,423.89,3,3,3,9,Loyal
R_Ab8m9ItsDqpz9i9,167,3,123.95,4,1,2,7,Loyal
R_AbNNlwZIzJdqqVH,217,30,304.89,3,4,2,9,Loyal
R_AgtY0o0wz2sF1Dj,397,3,161.89000000000001,2,1,2,5,At Risk
R_AhNiHUaRBzQHY1b,265,13,181.45,2,2,2,6,At Risk
R_AiLABca1I8NWvOF,247,24,1043.85,3,3,4,10,Champions
R_Aiech2hqSMn7hPH,209,6,171.81,3,2,2,7,Loyal
R_AiiIRKnFGGwta25,132,49,813.4399999999999,4,4,4,12,Champions
R_AmMCFCEBSSiRhLz,191,44,1016.4399999999999,4,4,4,12,Champions
R_AmV9fcEkxN1xk09,162,5,128.96,4,1,2,7,Loyal
R_Amq2LudEdwYblXX,123,71,1693.57,4,4,4,12,Champions
R_AnCSulgtMxt1B7j,1305,2,17.68,1,1,1,3,Lapsed
R_AnaWB7jLK3Qzjih,199,14,383.99,3,3,3,9,Loyal
R_AnuqOkh5OhACMo1,155,5,112.13,4,1,1,6,At Risk
R_Ap2HcvpPLRDJv9L,179,51,1456.46,4,4,4,12,Champions
R_ApVmIUhdKhewFtn,190,18,449.37,4,3,3,10,Champions
R_ApbhbFeWGimyrqV,177,30,581.79,4,4,3,11,Champions
R_AstbHLgjCxZb5Bv,775,1,45.99,1,1,1,3,Lapsed
R_AtEyAP1H4QooIBr,435,1,18.98,1,1,1,3,Lapsed
R_Atyfw9lzMcutBRv,560,20,342.13,1,3,3,7,Loyal
R_Au1yf8Xk0Bbs6dj,195,9,169.97,4,2,2,8,Loyal
R_AvRRr0KV8ofOyl3,203,35,1107.84,3,4,4,11,Champions
R_AyrDDOTLBwloO5P,222,7,394.56,3,2,3,8,Loyal
R_AzFEtKaL707ur5v,480,3,71.92,1,1,1,3,Lapsed
R_Azmfva5V5kh7ot3,247,12,231.65,3,2,2,7,Loyal
R_AzzZ8zcq7th29Kp,314,7,153.84,2,2,2,6,At Risk
R_BD2Y3Wa4pXBIsCd,203,40,556.05,3,4,3,10,Champions
R_BDkytvOwyi2XrDr,218,1,11.77,3,1,1,5,At Risk
R_BDtkaIYYUVdtB8R,196,11,652.1,4,2,3,9,Loyal
R_BE9381zssG9xhwR,1826,1,27.37,1,1,1,3,Lapsed
R_BE9pJxDxFuncF3j,388,19,328.21999999999997,2,3,3,8,Loyal
R_BECXLkQG2MgK3CN,1113,5,114.86999999999999,1,1,1,3,Lapsed
R_BEQWMs4OT1kbHGx,220,15,351.32,3,3,3,9,Loyal
R_BFUS5gkEHAjnNVT,371,23,1953.48,2,3,4,9,Loyal
R_BGsKBYUEvyTRtUR,198,16,306.97,3,3,3,9,Loyal
R_BIZy0TcvR27RwIh,368,49,609.73,2,4,3,9,Loyal
R_BJHiCyagarXovZL,224,11,363.55,3,2,3,8,Loyal
R_BKdhBvMVdqcJ2zD,625,17,394.84999999999997,1,3,3,7,Loyal
R_BM0qxws7B5jcbCN,350,3,24.19,2,1,1,4,Lapsed
R_BMljzxRqX0cNwBj,329,5,144.66,2,1,2,5,At Risk
R_BPpVPmbTpGsXK1z,216,17,752.06,3,3,4,10,Champions
R_BQuEGlNOv2O8pUJ,270,4,28.52,2,1,1,4,Lapsed
R_BRQBOvIYvOAz5w5,920,9,141.66,1,2,2,5,At Risk
R_BVayGla5xdM7JER,556,1,14.99,1,1,1,3,Lapsed
R_BVssGO3SDM9uIXD,260,20,618.45,2,3,3,8,Loyal
R_BVtvQXZprxGDQBP,292,20,263.36,2,3,2,7,Loyal
R_BWAjcs1sKUc6NQl,115,58,1897.98,4,4,4,12,Champions
R_BWXTQ8uoVbA45CV,705,2,17.64,1,1,1,3,Lapsed
R_BWbBjrNuPF35sTn,1009,1,10.99,1,1,1,3,Lapsed
R_BWhnv4EdbhSS6rf,134,135,2606.84,4,4,4,12,Champions
R_BY99IwiFiWwa8c9,234,61,980.76,3,4,4,11,Champions
R_BYr5WwayMBf66SR,378,11,222.69,2,2,2,6,At Risk
R_BqYfDp9vJ2Y07K1,348,6,198.36,2,2,2,6,At Risk
R_BulX7jjkeyUMa0p,202,3,53.98,3,1,1,5,At Risk
R_BynSqhB4LPC3JSh,165,17,315.53999999999996,4,3,3,10,Champions
R_Bz9qIb3FhzjeBbz,223,17,700.9399999999999,3,3,4,10,Champions
R_BzVyOXYGcejjaLv,328,11,871.29,2,2,4,8,Loyal
R_BzYBOsOAD0ICEzn,1640,1,14.16,1,1,1,3,Lapsed
R_C1gEwoKxaLBh0eR,175,18,387.41,4,3,3,10,Champions
R_C2cxEkvsW2SCiIx,301,20,303.0,2,3,2,7,Loyal
R_C2iLl1q2lsr2jbH,331,1,30.95,2,1,1,4,Lapsed
R_C3LV91JA6qhi32V,235,22,396.73,3,3,3,9,Loyal
R_C3LfLBkg9TFvQnD,124,55,1245.97,4,4,4,12,Champions
R_C3lnaGn73Wwa5Il,203,12,738.1099999999999,3,2,4,9,Loyal
R_C46bB8ihQWceG9r,170,23,725.51,4,3,4,11,Champions
R_C4iVkWMyXuWqTsd,583,2,53.6,1,1,1,3,Lapsed
R_C4wcuNpetPCSHy9,213,35,931.77,3,4,4,11,Champions
R_C7bztkUY2YELJMB,230,25,384.48,3,3,3,9,Loyal
R_CZAtNBjMUIwIHnz,227,23,453.16,3,3,3,9,Loyal
R_CaF1pc8CnyWJvCp,182,38,974.07,4,4,4,12,Champions
R_CafRVMY9tv7DH7b,190,5,125.03,4,1,2,7,Loyal
R_CdkexeCTNy6chYR,272,21,278.23,2,3,2,7,Loyal
R_CfdgFxEV46OH43L,328,5,89.75,2,1,1,4,Lapsed
R_Cgbr25P8IQSFnr3,125,31,609.46,4,4,3,11,Champions
R_CkuX9KLo7hAwFkB,809,6,628.41,1,2,3,6,At Risk
R_Clw8DVLDuASE4s9,227,1,13.0,3,1,1,5,At Risk
R_Cm3VQrd9jKduks9,326,2,56.68,2,1,1,4,Lapsed
R_D0Igocfec79s8eJ,285,17,334.8,2,3,3,8,Loyal
R_D5ygbCcJ5AaZm93,919,2,15.99,1,1,1,3,Lapsed
R_D8LcojwusttCWaJ,122,52,2058.39,4,4,4,12,Champions
R_DA9TRokxEawYko1,360,28,689.22,2,4,4,10,Champions
R_DAfQp2Y7dO2oVvX,461,3,66.2,1,1,1,3,Lapsed
R_DBhzVeGIG4SLSYV,345,24,473.69,2,3,3,8,Loyal
R_DDculEvWrVVI5aN,327,2,34.14,2,1,1,4,Lapsed
R_DDmXqLOwLD9GD3b,233,6,321.84,3,2,3,8,Loyal
R_DHIYV6xHDSph77H,210,27,466.12,3,3,3,9,Loyal
R_DIVJxjv1mP33pPb,254,67,1181.3899999999999,2,4,4,10,Champions
R_DM3u1ro7eb4ws93,162,24,410.83,4,3,3,10,Champions
R_DTrD9QIw8cM6tUJ,135,67,1639.57,4,4,4,12,Champions
R_DUJzIFPGGtQVsnD,1024,5,279.95,1,1,2,4,Lapsed
R_DVrAcW7wNm2iJEd,1496,1,9.29,1,1,1,3,Lapsed
R_DbFrDTT5RISSqBP,310,7,196.98,2,2,2,6,At Risk
R_DcxC2XyK0md6tpv,294,1,19.11,2,1,1,4,Lapsed
R_DiowFSPjTvqShVv,116,28,1351.62,4,4,4,12,Champions
R_DjKp2ygpCiFehdT,1392,5,142.56,1,1,2,4,Lapsed
R_Djcs43mP6ReoYgN,230,31,1257.62,3,4,4,11,Champions
R_Djiwwc3dr6VFePD,567,5,77.8,1,1,1,3,Lapsed
R_Dk08oiknq542ECt,1029,5,161.98000000000002,1,1,2,4,Lapsed
R_Dkvp1Gw3u0rSLMB,218,21,225.75,3,3,2,8,Loyal
R_DlcSFSP5pIpvtdf,281,20,550.61,2,3,3,8,Loyal
R_Do8gHEUnXT7Wxgt,337,27,619.8,2,3,3,8,Loyal
R_DpNpJSwByhJOFrP,248,4,40.86,3,1,1,5,At Risk
R_Dpf63KlGHpm0Lw5,112,40,1471.67,4,4,4,12,Champions
R_Dq4AlJx0kbdQshz,159,5,282.04,4,1,2,7,Loyal
R_DqTqoF539jfSsLf,123,20,436.45,4,3,3,10,Champions
R_Dql4qyXPogVmJPj,168,10,278.65,4,2,2,8,Loyal
R_DtJxDbbSgYHmTpn,138,2,30.939999999999998,4,1,1,6,At Risk
R_DtPfbKjVP7QqLVD,215,7,226.21,3,2,2,7,Loyal
R_DuXbWef1zRP3BWF,233,5,133.21,3,1,2,6,At Risk
R_Dw30GgKFkKsUqT7,327,23,611.1,2,3,3,8,Loyal
R_DwPAArNe2eqbyF3,233,2,48.46,3,1,1,5,At Risk
R_DwyIGAZ50BXpCSd,1076,2,28.939999999999998,1,1,1,3,Lapsed
R_NUZhGCDsfchpcZ3,266,3,91.97,2,1,1,4,Lapsed
R_NWM1oHODdHb0YPD,425,18,670.12,1,3,4,8,Loyal
R_NWQimk0JGmbcIGl,248,9,195.35999999999999,3,2,2,7,Loyal
R_NWRR48qozQZO8g1,340,10,234.47,2,2,2,6,At Risk
R_O0BdmeSkj1Qcdbz,240,1,32.99,3,1,1,5,At Risk
R_O1j7YshNZJCDX9v,228,13,360.01,3,2,3,8,Loyal
R_O1nG8RWb88sBQU9,197,40,2132.78,3,4,4,11,Champions
R_O24aqc9u4zpgNFv,261,17,383.1,2,3,3,8,Loyal
R_O2WkbbVVqM6FHbj,600,7,151.36,1,2,2,5,At Risk
R_O6ZX76mggPnAOfD,109,86,1188.55,4,4,4,12,Champions
R_O70YEa9HWAo6yBP,246,3,51.980000000000004,3,1,1,5,At Risk
R_O8BTNrzIQ4jJdct,998,1,6.89,1,1,1,3,Lapsed
R_O8Qf4CzkJ7AbF2p,114,20,597.96,4,3,3,10,Champions
R_O8Wb9DhS9QWdXnb,207,37,835.54,3,4,4,11,Champions
R_O9FzIlCvCxllJSN,125,46,1045.28,4,4,4,12,Champions
R_OCe1dRBVo1YL9Ml,118,12,462.2,4,2,3,9,Loyal
R_OGLmgayQfW8p8K5,130,16,214.93,4,3,2,9,Loyal
R_OGN3QDO9930tfAl,317,14,369.51,2,3,3,8,Loyal
R_OGUcDEj85m0paaR,347,9,335.5,2,2,3,7,Loyal
R_OHC0v077pesIfbX,510,4,54.879999999999995,1,1,1,3,Lapsed
R_OI6VYW0LooKLxBv,117,16,422.71999999999997,4,3,3,10,Champions
R_OJtQZQpl9WrkqLD,272,3,61.379999999999995,2,1,1,4,Lapsed
R_OJxTrXvk1zGH853,183,2,54.989999999999995,4,1,1,6,At Risk
R_OMNSdX5mDbUEZNf,239,29,451.27,3,4,3,10,Champions
R_OOOuKdWYnL8wYG5,350,22,342.13,2,3,3,8,Loyal
R_OOQi6Ec8MNCrIml,761,11,215.14,1,2,2,5,At Risk
R_OPV6nIqHGNNWWmB,465,4,67.95,1,1,1,3,Lapsed
R_OPfbKZtf2Azgit3,167,16,190.89000000000001,4,3,2,9,Loyal
R_OQ2hOsg4SFQ9WSJ,660,9,115.07,1,2,1,4,Lapsed
R_OQeQHVDhrK9ane1,562,16,431.07,1,3,3,7,Loyal
R_OQeye2UKl8Th6dr,297,23,844.03,2,3,4,9,Loyal
R_Oa4DgtciNrqxfIB,203,34,530.98,3,4,3,10,Champions
R_Oa5NCI1rguuH053,461,2,23.979999999999997,1,1,1,3,Lapsed
R_Od33rLRnqYAGCPv,486,9,125.08,1,2,2,5,At Risk
R_OdOK4CH8YxSw3Sx,357,7,153.99,2,2,2,6,At Risk
R_OdTirYYBS6ms6nn,133,39,644.3100000000001,4,4,3,11,Champions
R_Odixb15Ykmxb0Dn,263,48,1682.22,2,4,4,10,Champions
R_OfntYUzw43qHbuF,256,22,255.25,2,3,2,7,Loyal
R_Og8Cqd3iUgldHRn,184,12,128.7,4,2,2,8,Loyal
R_Og8sDefGp0SvLl7,174,28,534.77,4,4,3,11,Champions
R_OiYmnNVvK5ABUK5,123,14,282.08,4,3,2,9,Loyal
R_OjlLW9R5P9Laan7,286,8,201.29000000000002,2,2,2,6,At Risk
R_OkSi9IxX5ddzzl7,335,16,251.02999999999997,2,3,2,7,Loyal
R_Okx3CWwKxUas8i5,163,21,227.49,4,3,2,9,Loyal
R_Ol3gFGWcmw9LarT,823,2,20.73,1,1,1,3,Lapsed
R_Olel4p5FgLnzHVf,278,5,73.67,2,1,1,4,Lapsed
R_Olj6s3oDUk1tpsJ,360,7,326.3,2,2,3,7,Loyal
R_Om5DLvyVK2GS8Mh,200,16,355.36,3,3,3,9,Loyal
R_OoCZrVwXnQOuoOl,251,31,876.14,3,4,4,11,Champions
R_OqFCNCGYAFOqwAp,354,13,235.51999999999998,2,2,2,6,At Risk
R_Oqwn8h7JmD9kZLr,221,25,615.58,3,3,3,9,Loyal
R_OuTqQtcr44LOrMl,223,17,238.65,3,3,2,8,Loyal
R_OwFousWyWRNjaoN,313,36,1244.78,2,4,4,10,Champions
R_OwY4A97Yuej2Sw9,251,10,510.82,3,2,3,8,Loyal
R_Ox1a2sI5ubUPpzr,193,3,149.99,4,1,2,7,Loyal
R_Ox2cOKKad6zHXtT,156,34,453.84999999999997,4,4,3,11,Champions
R_OxNH1wcmFs7pICR,220,58,951.16,3,4,4,11,Champions
R_PARHT7W9jKxfvNf,364,17,512.51,2,3,3,8,Loyal
R_PAnFG4PYe1dcmKR,180,6,165.79,4,2,2,8,Loyal
R_PB47lifIW2D9E65,260,15,180.70999999999998,2,3,2,7,Loyal
R_PBf0FEpFdxz7kU9,370,25,310.25,2,3,3,8,Loyal
R_PBgcVvIiLghAouJ,994,1,12.28,1,1,1,3,Lapsed
R_PFXc6Hne8ygZzFL,288,2,34.97,2,1,1,4,Lapsed
R_PGIGHBTSRs2tRMl,491,1,7.5,1,1,1,3,Lapsed
R_PHakyxXHbSs3Wil,267,18,255.51,2,3,2,7,Loyal
R_PHgbX4EoPqUsLjb,121,44,884.23,4,4,4,12,Champions
R_PIh2hZw71jXMbrX,1005,11,349.05,1,2,3,6,At Risk
R_PIhjSFbZrFzqmf7,226,17,333.04,3,3,3,9,Loyal
R_PM6lvuTLyLUTkSR,975,4,89.64,1,1,1,3,Lapsed
R_PRvq5W0QfrLLHoJ,367,23,408.57,2,3,3,8,Loyal
R_PSPzdKfQKjUwhHP,229,51,1162.95,3,4,4,11,Champions
R_PSgcRvjngEuUFC9,244,30,515.36,3,4,3,10,Champions
R_PTBypKcn9Vjypup,488,6,142.43,1,2,2,5,At Risk
R_PTZ3QbtCJTTGaEF,597,5,61.72,1,1,1,3,Lapsed
R_PUjGHRInObkkx33,161,10,361.86,4,2,3,9,Loyal
R_PXSF6lxCnUB8Pg5,146,22,504.25,4,3,3,10,Champions
R_PYAtNs62jda8LKx,601,3,51.480000000000004,1,1,1,3,Lapsed
R_PYQtkvvNdK6wGyZ,320,26,512.22,2,3,3,8,Loyal
R_PZEwI7NTXlIAdRT,221,3,112.94999999999999,3,1,1,5,At Risk
R_PZK5ZHQaJY6ymWd,125,30,1304.26,4,4,4,12,Champions
R_PtbP9SNDjKDfkYN,530,6,87.28999999999999,1,2,1,4,Lapsed
R_PuLRXv7pUO3cLzX,211,12,713.08,3,2,4,9,Loyal
R_PvqLlQVrbZYcHIJ,300,2,15.86,2,1,1,4,Lapsed
R_PvwULHwARcFwOXv,419,16,1014.2600000000001,1,3,4,8,Loyal
R_PwlnzzccUMXV0n7,131,76,2033.6999999999998,4,4,4,12,Champions
R_PzynrAQBzRiPa93,376,19,377.34000000000003,2,3,3,8,Loyal
R_Q0VlYv4XDFK34mR,893,4,274.73,1,1,2,4,Lapsed
R_Q0nwaT1hUVh9fgZ,240,16,242.45,3,3,2,8,Loyal
R_Q4HF1TW4ZmOoXMl,176,5,57.92,4,1,1,6,At Risk
R_Q4STulV6BKUy7Lj,362,11,447.42,2,2,3,7,Loyal
R_Q4ZjTFeyiC5kgQV,204,46,1470.87,3,4,4,11,Champions
R_Q4bzbtEeez3se3v,221,24,204.22,3,3,2,8,Loyal
R_Q5LfGia4gY1Z4QN,155,25,271.82,4,3,2,9,Loyal
R_Q6WPHvxgbOBjvZ7,146,32,1180.22,4,4,4,12,Champions
R_Q6WrmxiECmUv68N,647,6,192.36,1,2,2,5,At Risk
R_Q6uIjCCdaCmL0dP,213,7,427.36,3,2,3,8,Loyal
R_Q9Qz1yZfznfUdbj,315,37,581.5,2,4,3,9,Loyal
R_Q9pXsMC9dL6xx7j,543,3,156.98,1,1,2,4,Lapsed
R_QcV7uVxb8myM0lb,127,33,908.02,4,4,4,12,Champions
R_QfvAxCxCdb6YwUh,219,26,369.65000000000003,3,3,3,9,Loyal
R_Qh8yUNA19CJDbEd,380,10,253.45999999999998,2,2,2,6,At Risk
R_QlCM5cyqADTpz0J,259,27,1003.88,2,3,4,9,Loyal
R_QlwQMfafZZuwTM5,440,5,50.79,1,1,1,3,Lapsed
R_QlxjHfQFVqwOehX,622,5,241.78000000000003,1,1,2,4,Lapsed
R_QnbL2ixceO8TFQZ,248,8,121.43,3,2,1,6,At Risk
R_Qol5y4tCXYb9Ihb,197,65,1604.79,3,4,4,11,Champions
R_Qp7pqfzWe3Qmcrn,167,26,736.54,4,3,4,11,Champions
R_R38GYKD6oUDOIF3,233,43,1454.54,3,4,4,11,Champions
R_R39HZohVkYzzCEx,304,22,1639.23,2,3,4,9,Loyal
R_R3TxodwIFRR70s1,128,25,574.6700000000001,4,3,3,10,Champions
R_R49WiNv3T8fnZkZ,405,14,170.85,1,3,2,6,At Risk
R_R4fpnxUUupS13Mt,201,71,1753.35,3,4,4,11,Champions
R_R4goEYhjG8ibKsV,238,19,517.91,3,3,3,9,Loyal
R_R4h45LADGxYIbxn,362,5,90.05,2,1,1,4,Lapsed
R_R8FquFTs5uv64G5,630,5,81.82,1,1,1,3,Lapsed
R_R8sct72XDNoSEJb,108,14,224.78,4,3,2,9,Loyal
R_R9McGd7PrBxBNOp,1493,39,374.75,1,4,3,8,Loyal
R_RCVXIEUXgJrUx4R,506,46,183.16,1,4,2,7,Loyal
R_RDBZFpWVS5Kgm5P,197,2,42.88,3,1,1,5,At Risk
R_REUoU4lxX7WwQYF,1082,1,76.43,1,1,1,3,Lapsed
R_RIAWjvzqC9Anz0d,267,30,475.69,2,4,3,9,Loyal
